성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
여성,1947,결혼,있음,421.0,80.0,광주/전남/전북/제주도,53,의료 복지 관련 서비스 종사자,중년
남성,1952,결혼,없음,710.0,241.61901596892534,광주/전남/전북/제주도,48,식품가공관련 기능 종사자,중년
여성,1959,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,41,작물재배 종사자,중년
여성,1988,무응답,없음,243.0,220.0,광주/전남/전북/제주도,12,간호사,청년
여성,1990,무응답,없음,245.0,170.0,광주/전남/전북/제주도,10,치료사 및 의료기사,청년
여성,1938,무응답,있음,942.0,80.0,광주/전남/전북/제주도,62,경비원 및 검표원,노년
여성,1933,무응답,있음,941.0,20.0,광주/전남/전북/제주도,67,청소원 및 환경 미화원,노년
남성,1965,결혼,없음,941.0,300.0,광주/전남/전북/제주도,35,청소원 및 환경 미화원,중년
남성,1946,결혼,있음,873.0,241.61901596892534,광주/전남/전북/제주도,54,자동차 운전원,중년
남성,1966,결혼,있음,311.0,450.0,광주/전남/전북/제주도,34,행정 사무원,중년
여성,1970,결혼,있음,311.0,400.0,광주/전남/전북/제주도,30,행정 사무원,중년
남성,1965,결혼,있음,231.0,313.6,광주/전남/전북/제주도,35,건축 및 토목 공학 기술자 및 시험원,중년
여성,1968,결혼,있음,313.0,153.3,광주/전남/전북/제주도,32,회계 및 경리 사무원,중년
여성,1978,결혼,없음,251.0,238.0,서울,22,대학 교수 및 강사,청년
남성,1950,결혼,없음,743.0,208.3,광주/전남/전북/제주도,50,용접원,중년
남성,1981,결혼,없음,246.0,272.1,광주/전남/전북/제주도,19,보건의료관련 종사자,청년
남성,1954,결혼,있음,274.0,241.61901596892534,광주/전남/전북/제주도,46,기술영업 및 중개 관련 종사자,중년
여성,1960,결혼,있음,441.0,151.6,광주/전남/전북/제주도,40,주방장 및 조리사,중년
여성,1985,무응답,있음,252.0,320.0,광주/전남/전북/제주도,15,학교 교사,청년
남성,1983,결혼,있음,246.0,273.3,광주/전남/전북/제주도,17,보건의료관련 종사자,청년
남성,1955,결혼,있음,910.0,241.61901596892534,광주/전남/전북/제주도,45,건설 및 광업 단순 종사원,중년
남성,1982,무응답,있음,751.0,150.0,광주/전남/전북/제주도,18,자동차 정비원,청년
여성,1984,무응답,있음,254.0,101.6,광주/전남/전북/제주도,16,문리 기술 및 예능 강사,청년
남성,1963,결혼,있음,753.0,310.8,광주/전남/전북/제주도,37,기계장비 설치 및 정비원,중년
남성,1962,결혼,있음,311.0,433.0,광주/전남/전북/제주도,38,행정 사무원,중년
남성,1965,결혼,있음,248.0,241.61901596892534,광주/전남/전북/제주도,35,종교관련 종사자,중년
여성,1967,결혼,있음,248.0,241.61901596892534,광주/전남/전북/제주도,33,종교관련 종사자,중년
남성,1970,결혼,없음,774.0,241.61901596892534,광주/전남/전북/제주도,30,채굴 및 토목 관련 기능 종사자,중년
여성,1972,결혼,없음,422.0,241.61901596892534,광주/전남/전북/제주도,28,이 미용 및 관련 서비스 종사자,청년
남성,1963,결혼,없음,873.0,241.61901596892534,광주/전남/전북/제주도,37,자동차 운전원,중년
남성,1969,결혼,없음,773.0,241.61901596892534,광주/전남/전북/제주도,31,건축마감관련 기능 종사자,중년
여성,1971,결혼,없음,773.0,241.61901596892534,광주/전남/전북/제주도,29,건축마감관련 기능 종사자,청년
남성,1976,무응답,없음,311.0,253.3,광주/전남/전북/제주도,24,행정 사무원,청년
남성,1977,무응답,없음,314.0,100.0,광주/전남/전북/제주도,23,비서 및 사무 보조원,청년
여성,1961,이혼,없음,441.0,166.6,광주/전남/전북/제주도,39,주방장 및 조리사,중년
여성,1986,무응답,있음,521.0,241.61901596892534,광주/전남/전북/제주도,14,매장 판매 종사자,청년
남성,1967,결혼,없음,254.0,201.6,광주/전남/전북/제주도,33,문리 기술 및 예능 강사,중년
여성,1972,결혼,있음,442.0,241.61901596892534,광주/전남/전북/제주도,28,음식서비스 종사자,청년
남성,1968,결혼,있음,921.0,234.1,광주/전남/전북/제주도,32,하역 및 적재 단순 종사원,중년
여성,1973,결혼,있음,952.0,75.0,광주/전남/전북/제주도,27,음식관련 단순 종사원,청년
여성,1961,결혼,있음,510.0,433.3,광주/전남/전북/제주도,39,영업 종사자,중년
여성,1986,무응답,있음,312.0,150.6,광주/전남/전북/제주도,14,경영관련 사무원,청년
남성,1966,결혼,있음,510.0,116.6,광주/전남/전북/제주도,34,영업 종사자,중년
남성,1977,결혼,있음,285.0,241.61901596892534,광주/전남/전북/제주도,23,디자이너,청년
여성,1978,결혼,있음,799.0,241.61901596892534,광주/전남/전북/제주도,22,기타 기능관련 종사자,청년
남성,1975,결혼,있음,312.0,494.2,광주/전남/전북/제주도,25,경영관련 사무원,청년
여성,1973,결혼,없음,246.0,134.8,광주/전남/전북/제주도,27,보건의료관련 종사자,청년
남성,1974,결혼,없음,921.0,241.61901596892534,광주/전남/전북/제주도,26,하역 및 적재 단순 종사원,청년
여성,1975,이혼,없음,892.0,155.0,광주/전남/전북/제주도,25,인쇄 및 사진현상 관련 기계조작원,청년
남성,1987,무응답,있음,311.0,171.6,광주/전남/전북/제주도,13,행정 사무원,청년
여성,1965,이혼,없음,941.0,51.0,광주/전남/전북/제주도,35,청소원 및 환경 미화원,중년
남성,1978,결혼,없음,841.0,177.0,광주/전남/전북/제주도,22,주조 및 금속 가공관련 기계조작원,청년
남성,1976,결혼,없음,792.0,241.61901596892534,광주/전남/전북/제주도,24,배관공,청년
여성,1976,결혼,없음,422.0,241.61901596892534,광주/전남/전북/제주도,24,이 미용 및 관련 서비스 종사자,청년
남성,1961,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,39,매장 판매 종사자,중년
여성,1994,무응답,있음,272.0,198.3,광주/전남/전북/제주도,6,금융 및 보험 전문가,청년
여성,1995,무응답,있음,272.0,138.3,광주/전남/전북/제주도,5,금융 및 보험 전문가,청년
남성,1944,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
남성,1971,결혼,있음,743.0,241.61901596892534,광주/전남/전북/제주도,29,용접원,청년
남성,1951,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,49,작물재배 종사자,중년
여성,1958,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,42,작물재배 종사자,중년
남성,1951,결혼,없음,772.0,241.61901596892534,광주/전남/전북/제주도,49,건설관련 기능 종사자,중년
여성,1956,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,44,작물재배 종사자,중년
남성,1948,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,52,작물재배 종사자,중년
여성,1949,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,51,작물재배 종사자,중년
여성,1950,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
여성,1944,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
여성,1993,무응답,없음,521.0,130.0,광주/전남/전북/제주도,7,매장 판매 종사자,청년
남성,1960,결혼,없음,930.0,338.4,광주/전남/전북/제주도,40,제조관련 단순 종사원,중년
남성,1934,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,66,작물재배 종사자,노년
여성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
남성,1969,이혼,없음,743.0,241.61901596892534,광주/전남/전북/제주도,31,용접원,중년
남성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1943,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,57,작물재배 종사자,중년
여성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1934,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,66,작물재배 종사자,노년
여성,1935,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,65,작물재배 종사자,노년
여성,1931,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,69,작물재배 종사자,노년
남성,1979,이혼,없음,873.0,214.0,수도권,21,자동차 운전원,청년
여성,1972,결혼,있음,132.0,200.0,광주/전남/전북/제주도,28,보험 및 금융 관리자,청년
남성,1970,결혼,있음,630.0,241.61901596892534,광주/전남/전북/제주도,30,어업관련 종사자,중년
여성,1940,결혼,있음,952.0,20.0,광주/전남/전북/제주도,60,음식관련 단순 종사원,노년
남성,1958,결혼,없음,743.0,459.1,광주/전남/전북/제주도,42,용접원,중년
여성,1985,무응답,없음,259.0,180.0,광주/전남/전북/제주도,15,기타 교육 전문가,청년
남성,1984,결혼,없음,510.0,305.0,광주/전남/전북/제주도,16,영업 종사자,청년
남성,1946,결혼,있음,942.0,140.0,광주/전남/전북/제주도,54,경비원 및 검표원,중년
여성,1964,이혼,있음,153.0,160.0,광주/전남/전북/제주도,36,환경 청소 및 경비 관련 관리자,중년
여성,1991,무응답,있음,243.0,176.6,광주/전남/전북/제주도,9,간호사,청년
남성,1943,결혼,없음,942.0,152.3,광주/전남/전북/제주도,57,경비원 및 검표원,중년
남성,1964,결혼,있음,873.0,241.61901596892534,광주/전남/전북/제주도,36,자동차 운전원,중년
여성,1965,결혼,있음,530.0,241.61901596892534,광주/전남/전북/제주도,35,방문 노점 및 통신 판매 관련 종사자,중년
여성,1968,이혼,있음,312.0,120.0,광주/전남/전북/제주도,32,경영관련 사무원,중년
여성,1956,무응답,있음,432.0,241.61901596892534,광주/전남/전북/제주도,44,여가 및 스포츠 관련 종사자,중년
남성,1980,결혼,없음,411.0,344.1,광주/전남/전북/제주도,20,경찰 소방 및 교도 관련 종사자,청년
남성,1982,결혼,있음,312.0,425.7,광주/전남/전북/제주도,18,경영관련 사무원,청년
여성,1979,결혼,없음,320.0,416.6,광주/전남/전북/제주도,21,금융 및 보험관련 사무 종사자,청년
남성,1969,결혼,없음,751.0,241.61901596892534,광주/전남/전북/제주도,31,자동차 정비원,중년
여성,1972,결혼,없음,313.0,241.61901596892534,광주/전남/전북/제주도,28,회계 및 경리 사무원,청년
여성,1960,결혼,있음,441.0,241.61901596892534,광주/전남/전북/제주도,40,주방장 및 조리사,중년
여성,1985,결혼,없음,392.0,266.0,서울,15,여행 안내 및 접수 사무원,청년
남성,1988,무응답,없음,930.0,292.0,광주/전남/전북/제주도,12,제조관련 단순 종사원,청년
남성,1983,결혼,없음,521.0,250.0,서울,17,매장 판매 종사자,청년
남성,1969,결혼,있음,873.0,241.61901596892534,광주/전남/전북/제주도,31,자동차 운전원,중년
여성,1970,결혼,있음,311.0,141.6,광주/전남/전북/제주도,30,행정 사무원,중년
남성,1975,결혼,없음,899.0,260.0,광주/전남/전북/제주도,25,기타 제조관련 기계조작원,청년
여성,1976,결혼,없음,510.0,100.0,광주/전남/전북/제주도,24,영업 종사자,청년
남성,1939,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
여성,1944,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
여성,1937,결혼,있음,941.0,40.0,광주/전남/전북/제주도,63,청소원 및 환경 미화원,노년
남성,1957,무응답,있음,772.0,241.61901596892534,광주/전남/전북/제주도,43,건설관련 기능 종사자,중년
남성,1952,결혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,48,매장 판매 종사자,중년
여성,1955,결혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,45,매장 판매 종사자,중년
남성,1987,무응답,있음,311.0,143.7,광주/전남/전북/제주도,13,행정 사무원,청년
여성,1961,무응답,없음,941.0,90.0,광주/전남/전북/제주도,39,청소원 및 환경 미화원,중년
여성,1983,무응답,없음,246.0,152.0,광주/전남/전북/제주도,17,보건의료관련 종사자,청년
여성,1988,무응답,없음,246.0,156.2,광주/전남/전북/제주도,12,보건의료관련 종사자,청년
남성,1975,결혼,있음,510.0,326.7,광주/전남/전북/제주도,25,영업 종사자,청년
여성,1979,결혼,있음,259.0,110.0,광주/전남/전북/제주도,21,기타 교육 전문가,청년
여성,1977,결혼,없음,247.0,198.7,광주/전남/전북/제주도,23,사회복지관련 종사자,청년
남성,1978,결혼,없음,222.0,241.61901596892534,광주/전남/전북/제주도,22,정보시스템 개발 전문가,청년
남성,1979,무응답,없음,521.0,254.0,광주/전남/전북/제주도,21,매장 판매 종사자,청년
여성,1936,무응답,있음,510.0,100.0,광주/전남/전북/제주도,64,영업 종사자,노년
여성,1959,무응답,없음,442.0,241.61901596892534,광주/전남/전북/제주도,41,음식서비스 종사자,중년
남성,1950,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
여성,1955,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,45,작물재배 종사자,중년
여성,1982,무응답,없음,313.0,127.5,광주/전남/전북/제주도,18,회계 및 경리 사무원,청년
여성,1977,무응답,없음,245.0,166.7,광주/전남/전북/제주도,23,치료사 및 의료기사,청년
남성,1991,무응답,있음,910.0,241.61901596892534,광주/전남/전북/제주도,9,건설 및 광업 단순 종사원,청년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
남성,1937,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
여성,1945,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
남성,1972,결혼,없음,930.0,375.0,광주/전남/전북/제주도,28,제조관련 단순 종사원,청년
여성,1974,결혼,없음,930.0,200.0,광주/전남/전북/제주도,26,제조관련 단순 종사원,청년
여성,1947,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
남성,1963,이혼,없음,873.0,241.61901596892534,서울,37,자동차 운전원,중년
여성,1943,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,57,작물재배 종사자,중년
남성,1980,결혼,없음,874.0,375.0,광주/전남/전북/제주도,20,물품이동 장비 조작원,청년
남성,1938,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1941,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
남성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1937,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
남성,1965,이혼,있음,922.0,156.5,광주/전남/전북/제주도,35,배달원,중년
남성,1960,결혼,있음,111.0,250.0,광주/전남/전북/제주도,40,의회의원 고위공무원 및 공공단체임원,중년
여성,1961,결혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,39,매장 판매 종사자,중년
여성,1940,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1966,결혼,있음,875.0,348.0,광주/전남/전북/제주도,34,건설 및 채굴 기계운전원,중년
여성,1988,결혼,없음,930.0,336.0,광주/전남/전북/제주도,12,제조관련 단순 종사원,청년
남성,1972,결혼,있음,141.0,414.0,광주/전남/전북/제주도,28,건설 전기 및 생산 관련 관리자,청년
남성,1965,결혼,없음,761.0,241.61901596892534,광주/전남/전북/제주도,35,전기 및 전자기기 설치 및 수리원,중년
여성,1969,결혼,있음,999.0,241.61901596892534,광주/전남/전북/제주도,31,기타 서비스관련 단순 종사원,중년
남성,1974,결혼,없음,875.0,241.61901596892534,광주/전남/전북/제주도,26,건설 및 채굴 기계운전원,청년
여성,1973,결혼,없음,991.0,106.0,광주/전남/전북/제주도,27,농립어업관련 단순 종사원,청년
남성,1971,결혼,없음,510.0,241.61901596892534,광주/전남/전북/제주도,29,영업 종사자,청년
여성,1975,결혼,없음,313.0,177.4,광주/전남/전북/제주도,25,회계 및 경리 사무원,청년
남성,1972,결혼,없음,721.0,292.3,광주/전남/전북/제주도,28,섬유 및 가죽 관련 기능 종사자,청년
여성,1976,결혼,없음,441.0,241.61901596892534,광주/전남/전북/제주도,24,주방장 및 조리사,청년
남성,1969,결혼,있음,753.0,525.5,광주/전남/전북/제주도,31,기계장비 설치 및 정비원,중년
여성,1973,결혼,있음,246.0,143.0,광주/전남/전북/제주도,27,보건의료관련 종사자,청년
여성,1954,결혼,없음,710.0,241.61901596892534,광주/전남/전북/제주도,46,식품가공관련 기능 종사자,중년
남성,1963,결혼,있음,930.0,241.61901596892534,광주/전남/전북/제주도,37,제조관련 단순 종사원,중년
여성,1967,결혼,있음,930.0,241.61901596892534,광주/전남/전북/제주도,33,제조관련 단순 종사원,중년
남성,1947,이혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
남성,1966,무응답,없음,910.0,241.61901596892534,광주/전남/전북/제주도,34,건설 및 광업 단순 종사원,중년
남성,1942,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
여성,1945,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
남성,1934,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,66,작물재배 종사자,노년
여성,1933,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,67,작물재배 종사자,노년
남성,1925,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,75,작물재배 종사자,노년
여성,1939,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
남성,1947,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
여성,1951,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,49,작물재배 종사자,중년
남성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
남성,1938,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1945,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
여성,1932,무응답,있음,153.0,20.0,광주/전남/전북/제주도,68,환경 청소 및 경비 관련 관리자,노년
남성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1947,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
남성,1942,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
여성,1949,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,51,작물재배 종사자,중년
남성,1962,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,38,작물재배 종사자,중년
여성,1966,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,34,작물재배 종사자,중년
남성,1963,결혼,없음,442.0,241.61901596892534,광주/전남/전북/제주도,37,음식서비스 종사자,중년
여성,1967,결혼,없음,441.0,241.61901596892534,광주/전남/전북/제주도,33,주방장 및 조리사,중년
여성,1987,무응답,없음,442.0,241.61901596892534,광주/전남/전북/제주도,13,음식서비스 종사자,청년
남성,1993,무응답,없음,442.0,241.61901596892534,광주/전남/전북/제주도,7,음식서비스 종사자,청년
남성,1945,결혼,있음,941.0,20.0,광주/전남/전북/제주도,55,청소원 및 환경 미화원,중년
여성,1949,결혼,있음,999.0,60.0,광주/전남/전북/제주도,51,기타 서비스관련 단순 종사원,중년
남성,1952,결혼,있음,873.0,258.0,광주/전남/전북/제주도,48,자동차 운전원,중년
남성,1948,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,52,작물재배 종사자,중년
여성,1954,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,46,작물재배 종사자,중년
남성,1983,결혼,없음,411.0,400.7,서울,17,경찰 소방 및 교도 관련 종사자,청년
여성,1947,무응답,있음,421.0,20.0,광주/전남/전북/제주도,53,의료 복지 관련 서비스 종사자,중년
여성,1943,결혼,있음,442.0,72.0,광주/전남/전북/제주도,57,음식서비스 종사자,중년
남성,1949,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,51,작물재배 종사자,중년
여성,1948,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,52,작물재배 종사자,중년
남성,1960,결혼,있음,311.0,625.0,광주/전남/전북/제주도,40,행정 사무원,중년
여성,1960,결혼,있음,252.0,625.0,광주/전남/전북/제주도,40,학교 교사,중년
남성,1990,무응답,없음,259.0,60.0,광주/전남/전북/제주도,10,기타 교육 전문가,청년
남성,1974,결혼,없음,751.0,241.2,광주/전남/전북/제주도,26,자동차 정비원,청년
여성,1978,결혼,없음,952.0,241.61901596892534,광주/전남/전북/제주도,22,음식관련 단순 종사원,청년
남성,1960,결혼,없음,630.0,241.61901596892534,광주/전남/전북/제주도,40,어업관련 종사자,중년
여성,1968,결혼,없음,630.0,241.61901596892534,광주/전남/전북/제주도,32,어업관련 종사자,중년
남성,1947,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
남성,1950,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
여성,1951,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,49,작물재배 종사자,중년
여성,1942,무응답,없음,999.0,20.0,광주/전남/전북/제주도,58,기타 서비스관련 단순 종사원,중년
여성,1960,무응답,없음,630.0,241.61901596892534,광주/전남/전북/제주도,40,어업관련 종사자,중년
남성,1986,무응답,없음,630.0,241.61901596892534,광주/전남/전북/제주도,14,어업관련 종사자,청년
여성,1942,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
여성,1963,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,37,작물재배 종사자,중년
남성,1947,이혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
남성,1943,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,57,작물재배 종사자,중년
여성,1950,결혼,없음,991.0,105.2,광주/전남/전북/제주도,50,농립어업관련 단순 종사원,중년
여성,1942,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
남성,1973,결혼,있음,752.0,714.5,광주/전남/전북/제주도,27,운송장비 정비원,청년
여성,1974,결혼,있음,311.0,58.3,광주/전남/전북/제주도,26,행정 사무원,청년
남성,1964,결혼,없음,236.0,637.0,광주/전남/전북/제주도,36,안전 관리 및 검사원,중년
남성,1964,결혼,있음,236.0,718.6,광주/전남/전북/제주도,36,안전 관리 및 검사원,중년
여성,1964,결혼,있음,423.0,241.61901596892534,광주/전남/전북/제주도,36,혼례 및 장례 종사자,중년
여성,1992,무응답,있음,246.0,160.0,광주/전남/전북/제주도,8,보건의료관련 종사자,청년
남성,1963,결혼,없음,875.0,812.9,광주/전남/전북/제주도,37,건설 및 채굴 기계운전원,중년
남성,1967,결혼,없음,743.0,660.0,광주/전남/전북/제주도,33,용접원,중년
여성,1973,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,27,매장 판매 종사자,청년
여성,1992,무응답,없음,521.0,110.0,부산/경남/울산,8,매장 판매 종사자,청년
남성,1966,결혼,없음,792.0,816.0,광주/전남/전북/제주도,34,배관공,중년
여성,1966,결혼,없음,521.0,116.6,광주/전남/전북/제주도,34,매장 판매 종사자,중년
남성,1950,결혼,있음,261.0,108.0,수도권,50,법률 전문가,중년
남성,1977,결혼,있음,271.0,508.3,수도권,23,인사 및 경영 전문가,청년
남성,1969,결혼,있음,922.0,377.2,광주/전남/전북/제주도,31,배달원,중년
남성,1994,무응답,있음,799.0,158.2,광주/전남/전북/제주도,6,기타 기능관련 종사자,청년
남성,1996,무응답,있음,314.0,241.61901596892534,광주/전남/전북/제주도,4,비서 및 사무 보조원,청년
남성,1937,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
여성,1942,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
여성,1949,무응답,없음,991.0,241.61901596892534,광주/전남/전북/제주도,51,농립어업관련 단순 종사원,중년
남성,1978,결혼,없음,141.0,310.0,광주/전남/전북/제주도,22,건설 전기 및 생산 관련 관리자,청년
여성,1977,결혼,없음,320.0,96.6,광주/전남/전북/제주도,23,금융 및 보험관련 사무 종사자,청년
남성,1957,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,43,작물재배 종사자,중년
여성,1960,결혼,있음,999.0,241.61901596892534,광주/전남/전북/제주도,40,기타 서비스관련 단순 종사원,중년
여성,1986,무응답,없음,314.0,189.9,광주/전남/전북/제주도,14,비서 및 사무 보조원,청년
남성,1956,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,44,작물재배 종사자,중년
여성,1958,결혼,있음,246.0,80.0,광주/전남/전북/제주도,42,보건의료관련 종사자,중년
남성,1983,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,17,작물재배 종사자,청년
남성,1985,무응답,있음,953.0,100.0,광주/전남/전북/제주도,15,판매관련 단순 종사원,청년
남성,1979,결혼,없음,320.0,446.7,광주/전남/전북/제주도,21,금융 및 보험관련 사무 종사자,청년
남성,1968,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,32,작물재배 종사자,중년
여성,1967,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,33,작물재배 종사자,중년
남성,1950,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
여성,1952,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,48,작물재배 종사자,중년
남성,1983,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,17,작물재배 종사자,청년
남성,1970,결혼,없음,875.0,241.61901596892534,광주/전남/전북/제주도,30,건설 및 채굴 기계운전원,중년
여성,1969,결혼,있음,951.0,241.61901596892534,광주/전남/전북/제주도,31,가사 및 육아 도우미,중년
여성,1970,무응답,있음,991.0,66.0,광주/전남/전북/제주도,30,농립어업관련 단순 종사원,중년
여성,1949,결혼,있음,421.0,105.5,광주/전남/전북/제주도,51,의료 복지 관련 서비스 종사자,중년
여성,1984,결혼,없음,952.0,241.61901596892534,광주/전남/전북/제주도,16,음식관련 단순 종사원,청년
남성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1945,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
여성,1960,무응답,없음,421.0,241.61901596892534,광주/전남/전북/제주도,40,의료 복지 관련 서비스 종사자,중년
남성,1981,무응답,없음,811.0,335.8,광주/전남/전북/제주도,19,식품가공관련 기계조작원,청년
남성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1942,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,58,매장 판매 종사자,중년
남성,1944,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
여성,1944,결혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,56,매장 판매 종사자,중년
여성,1952,무응답,없음,991.0,241.61901596892534,광주/전남/전북/제주도,48,농립어업관련 단순 종사원,중년
남성,1961,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,39,작물재배 종사자,중년
여성,1965,결혼,없음,314.0,241.61901596892534,광주/전남/전북/제주도,35,비서 및 사무 보조원,중년
남성,1950,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
여성,1957,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,43,작물재배 종사자,중년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
